OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;correct_in_k;correct_embedding;correct_in_k_or_main;OSM_main;OSM_main_sub
foot;route > foot;Walking Route - is used for routes which are walkable without any limitations regarding fitness, equipment or weather conditions.;['hiking trail', 'bike trail', 'road', 'ski trail', 'rest area', 'travel transportation', 'hot spring', 'platform', 'outdoor gym', 'street', 'resort', 'running track', 'rv park', 'track', 'great outdoors', 'personal trainer', 'hill', 'stable', 'landmarks outdoors', 'running club'];[0.4205585718154907, 0.36421477794647217, 0.36420905590057373, 0.3617410659790039, 0.33770960569381714, 0.33502304553985596, 0.33190345764160156, 0.3298272490501404, 0.3278047740459442, 0.323498398065567, 0.31735050678253174, 0.3173435926437378, 0.31190964579582214, 0.3086077570915222, 0.3084474802017212, 0.30536842346191406, 0.30242085456848145, 0.2999207079410553, 0.2972107529640198, 0.2935424745082855];hiking trail;Walking Route - is used for routes which are walkable without any limitations regarding fitness, equipment or weather conditions.;travel transportation;travel transportation;0;1;0;1;route;route > foot
hiking;route > hiking;Hiking explains how to tag hiking routes.;['hiking trail', 'bike trail', 'ski trail', 'tour provider', 'road', 'travel transportation', 'hill', 'mountain', 'rock climbing spot', 'lake', 'tourist information service', 'scenic lookout', 'campground', 'river', 'landmarks outdoors', 'border crossing', 'intersection', 'street', 'mountain hut', 'hunting area'];[0.5150707960128784, 0.39031821489334106, 0.3517950177192688, 0.3378521203994751, 0.33173877000808716, 0.3287723660469055, 0.3258669376373291, 0.3194788992404938, 0.316694051027298, 0.29699835181236267, 0.29565924406051636, 0.287767231464386, 0.28721922636032104, 0.2869333028793335, 0.2831988036632538, 0.2808755040168762, 0.2798579931259155, 0.27356505393981934, 0.27118951082229614, 0.27084463834762573];hiking trail;Hiking explains how to tag hiking routes.;landmarks outdoors > hiking trail;hiking trail;1;1;1;1;route;route > hiking
horse;route > horse;Riding routes;['equestrian facility', 'road', 'racecourse', 'bike trail', 'intersection', 'travel transportation', 'train', 'street', 'race track', 'hiking trail', 'track', 'running track', 'platform', 'moving target', 'ski trail', 'running club', 'transportation service', 'travel agency', 'border crossing', 'public transportation'];[0.44020289182662964, 0.4226095676422119, 0.419988751411438, 0.39258599281311035, 0.37284979224205017, 0.36828917264938354, 0.36297735571861267, 0.34946370124816895, 0.34676241874694824, 0.33008623123168945, 0.32950884103775024, 0.329170286655426, 0.3149520754814148, 0.3133386969566345, 0.3095524311065674, 0.3034835457801819, 0.29687947034835815, 0.2949759364128113, 0.2947496771812439, 0.2804582118988037];equestrian facility;Riding routes;sports recreation > equestrian facility;equestrian facility;1;1;1;1;route;route > horse
inline skates;route > inline skates;Inline has more information on the subject.;['skate park', 'skating', 'skating rink', 'skate store', 'roller rink', 'college hockey rink', 'moving target', 'hockey rink', 'rafting outfitter', 'intersection', 'race track', 'track', 'running track', 'hockey field', 'go kart track', 'border crossing', 'ski trail', 'platform', 'ski chalet', 'golf driving range'];[0.42853742837905884, 0.4175952970981598, 0.3994161784648895, 0.3477233052253723, 0.3475461006164551, 0.28924643993377686, 0.2781923711299896, 0.2637665867805481, 0.26332888007164, 0.2619556784629822, 0.261311411857605, 0.25795555114746094, 0.2558695375919342, 0.2551501989364624, 0.2514330744743347, 0.23167777061462402, 0.22934970259666443, 0.22083091735839844, 0.22024112939834595, 0.2199084758758545];skating;Inline has more information on the subject.;sports recreation > skating;skating;1;1;0;1;route;route > inline skates
light rail;route > light rail;Route of a light rail line.;['light rail station', 'bus line', 'rail station', 'road', 'intersection', 'train', 'street', 'border crossing', 'moving target', 'public transportation', 'plane', 'transportation service', 'airport service', 'airport', 'taxi', 'airport terminal', 'airport gate', 'international airport', 'platform', 'metro station'];[0.562624990940094, 0.4501708745956421, 0.442177951335907, 0.4303732216358185, 0.41481325030326843, 0.3916485607624054, 0.3601946234703064, 0.3441201448440552, 0.3150349259376526, 0.3067684769630432, 0.3060513436794281, 0.30499061942100525, 0.28714364767074585, 0.28662705421447754, 0.28510990738868713, 0.2830861210823059, 0.2812070846557617, 0.2789793610572815, 0.2780027985572815, 0.27396339178085327];light rail station;Route of a light rail line.;travel transportation > transport hub;transport hub;0;0;0;0;route;route > light rail
mtb;route > mtb;Mountain biking explains how to tag mtb routes.;['bike trail', 'road', 'intersection', 'mountain', 'street', 'hiking trail', 'travel transportation', 'ski trail', 'hill', 'border crossing', 'transport hub', 'rail station', 'mountain hut', 'rock climbing spot', 'tour provider', 'tourist information service', 'bike rental', 'light rail station', 'moving target', 'travel agency'];[0.3740575611591339, 0.36963748931884766, 0.36745506525039673, 0.3339870870113373, 0.31572896242141724, 0.2959387004375458, 0.29352307319641113, 0.2882734537124634, 0.28074416518211365, 0.2783510088920593, 0.25829407572746277, 0.2502901554107666, 0.2454909384250641, 0.2428809255361557, 0.2413329929113388, 0.23113006353378296, 0.22764283418655396, 0.22504806518554688, 0.22479018568992615, 0.22348062694072723];bike trail;Mountain biking explains how to tag mtb routes.;landmarks outdoors > bike trail;bike trail;1;1;1;1;route;route > mtb
piste;route > piste;Route of a piste (e.g., snowshoe or XC-Ski trails) in a winter sport area.;['ski trail', 'ski resort area', 'ski lodge', 'ski chalet', 'bike trail', 'snow sports', 'skate park', 'skating rink', 'ski chairlift', 'racecourse', 'hiking trail', 'race track', 'ski store', 'hill', 'skating', 'road', 'hockey rink', 'hockey field', 'running track', 'equestrian facility'];[0.6081547141075134, 0.5602752566337585, 0.5169509053230286, 0.48310455679893494, 0.4662240743637085, 0.46331584453582764, 0.44403424859046936, 0.4342212975025177, 0.42970967292785645, 0.41704654693603516, 0.4113120138645172, 0.4059526324272156, 0.3968234062194824, 0.39442533254623413, 0.3840354382991791, 0.3763405680656433, 0.36852601170539856, 0.36501508951187134, 0.36328279972076416, 0.3575524687767029];ski trail;Route of a piste (e.g., snowshoe or XC-Ski trails) in a winter sport area.;sports recreation > snow sports > ski resort area > ski trail;ski trail;1;1;1;1;route;route > piste
railway;route > railway;A sequence of railway ways, often named (e.g., Channel Tunnel). See Railways.;['train', 'tunnel', 'rail station', 'light rail station', 'road', 'bus line', 'street', 'border crossing', 'tram station', 'marine terminal', 'port', 'travel transportation', 'moving target', 'platform', 'bus station', 'transportation service', 'charter bus', 'fuel station', 'bus stop', 'truck stop'];[0.44030916690826416, 0.40635138750076294, 0.39986947178840637, 0.3819739818572998, 0.3342137932777405, 0.3262236714363098, 0.3004024028778076, 0.29700976610183716, 0.29696598649024963, 0.2948521077632904, 0.28963378071784973, 0.2879316508769989, 0.2816494405269623, 0.2747078239917755, 0.27410057187080383, 0.271189421415329, 0.2663649916648865, 0.2646353244781494, 0.26390135288238525, 0.26058197021484375];train;A sequence of railway ways, often named (e.g., Channel Tunnel). See Railways.;travel transportation > train;train;1;1;1;1;route;route > railway
road;route > road;Can be used to map various road routes/long roads.;['road', 'intersection', 'street', 'travel transportation', 'bus line', 'transportation service', 'public transportation', 'charter bus', 'train', 'tourist information service', 'transport hub', 'travel agency', 'heliport', 'bus stop', 'tour provider', 'hiking trail', 'bike trail', 'platform', 'rail station', 'taxi'];[0.6204355955123901, 0.5313450694084167, 0.5079114437103271, 0.3922135829925537, 0.37330323457717896, 0.369798481464386, 0.3696938753128052, 0.3480650782585144, 0.3478248715400696, 0.3468891978263855, 0.34626150131225586, 0.3359866142272949, 0.33286288380622864, 0.32856982946395874, 0.32815906405448914, 0.32462283968925476, 0.32446590065956116, 0.3233724534511566, 0.3224950432777405, 0.31733471155166626];road;Can be used to map various road routes/long roads.;travel transportation > road;road;1;1;1;1;route;route > road
running;route > running;For running (jogging) routes.;['running track', 'running club', 'track', 'racecourse', 'race track', 'running store', 'road', 'bike trail', 'golf driving range', 'hiking trail', 'street', 'intersection', 'moving target', 'travel transportation', 'athletic field', 'train', 'ski trail', 'golf course', 'soccer field', 'hill'];[0.5483482480049133, 0.545090913772583, 0.5194494128227234, 0.4357617497444153, 0.4231005311012268, 0.3703429102897644, 0.3439551293849945, 0.3188996911048889, 0.31504786014556885, 0.3080146610736847, 0.3044181764125824, 0.29784128069877625, 0.2822166681289673, 0.26701998710632324, 0.25947684049606323, 0.256200909614563, 0.25028759241104126, 0.24556297063827515, 0.24448540806770325, 0.23849289119243622];running track;For running (jogging) routes.;sports recreation > running track;running track;1;1;1;1;route;route > running
ski;route > ski;For ski tracks (e.g., XC-Ski Trails User:Langläufer/Loipemap).;['ski trail', 'ski resort area', 'ski chalet', 'ski lodge', 'ski chairlift', 'bike trail', 'ski store', 'hiking trail', 'surf spot', 'skate park', 'race track', 'surfing', 'skating', 'snow sports', 'skating rink', 'apres ski bar', 'racecourse', 'track', 'tour provider', 'tunnel'];[0.631545901298523, 0.5314282178878784, 0.49437999725341797, 0.4809263348579407, 0.45463913679122925, 0.45186299085617065, 0.42954808473587036, 0.4174426198005676, 0.40095454454421997, 0.3897416591644287, 0.3724737763404846, 0.3705288767814636, 0.3606567680835724, 0.3547952175140381, 0.33852827548980713, 0.33802807331085205, 0.3314235508441925, 0.3241737186908722, 0.32393935322761536, 0.3221791386604309];ski trail;For ski tracks (e.g., XC-Ski Trails User:Langläufer/Loipemap).;sports recreation > snow sports > ski resort area > ski trail;ski trail;1;1;1;1;route;route > ski
subway;route > subway;Route of a metro service;['metro station', 'transportation service', 'public transportation', 'train', 'street', 'bus line', 'road', 'taxi', 'rail station', 'toll plaza', 'light rail station', 'tram station', 'airport tram station', 'moving target', 'travel transportation', 'fuel station', 'intersection', 'pier', 'tourist information service', 'airport service'];[0.5557188987731934, 0.5305747985839844, 0.5086017847061157, 0.4907926321029663, 0.48204249143600464, 0.47900912165641785, 0.4543382525444031, 0.4494706988334656, 0.44262152910232544, 0.4371068775653839, 0.4355732798576355, 0.43087753653526306, 0.4065523147583008, 0.4062839150428772, 0.4057607650756836, 0.40273773670196533, 0.40093594789505005, 0.399258017539978, 0.38273751735687256, 0.3772497773170471];transportation service;Route of a metro service;travel transportation;travel transportation;0;1;0;1;route;route > subway
train;route > train;Train services (e.g., London-Paris Eurostar) See Railways.;['train', 'rail station', 'transportation service', 'bus line', 'light rail station', 'platform', 'public transportation', 'road', 'fuel station', 'street', 'taxi', 'tourist information service', 'tram station', 'charter bus', 'travel transportation', 'metro station', 'bus station', 'border crossing', 'cable car', 'port'];[0.5545758008956909, 0.45135408639907837, 0.44871342182159424, 0.43766486644744873, 0.42189717292785645, 0.39433884620666504, 0.3921480178833008, 0.37509068846702576, 0.3735654354095459, 0.3683205842971802, 0.36143332719802856, 0.3598299026489258, 0.3400821089744568, 0.33980458974838257, 0.3379081189632416, 0.33244389295578003, 0.33243754506111145, 0.3284441828727722, 0.3281230330467224, 0.3220910131931305];train;Train services (e.g., London-Paris Eurostar) See Railways.;travel transportation > train;train;1;1;1;1;route;route > train
