OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;correct_in_k;correct_embedding;correct_in_k_or_main;OSM_main;OSM_main_sub
distribution point;telecom > distribution point;Equipment, often small boxes, allowing to directly connect up to 15 individuals or households to a single upstream local loop cable towards telecom exchanges;['cable car', 'electrical equipment supplier', 'utility company', 'tv station', 'electric vehicle charging station', 'telecommunication service', 'toll booth', 'mobile phone store', 'bus line', 'print tv radio outdoor advertising service'];[0.3455256223678589, 0.332010954618454, 0.31328272819519043, 0.31253719329833984, 0.30730992555618286, 0.28961682319641113, 0.287871778011322, 0.2783243954181671, 0.275311142206192, 0.2733149826526642];telecommunication service;Equipment, often small boxes, allowing to directly connect up to 15 individuals or households to a single upstream local loop cable towards telecom exchanges;business professional services > telecommunication service;telecommunication service;1;1;0;1;telecom;telecom > distribution point
service device;telecom > service device;Active equipment which deliver service to connected customers. It can be for instance a DSLAM, a telephone switch, or more recently an OLT for optical networks. It excludes amplifiers or repeaters installed along local loops or long distance lines.;['telecommunication service', 'electrical equipment supplier', 'equipment rental service', 'electrician', 'print tv radio outdoor advertising service', 'home service', 'bus line', 'barbershop', 'industrial equipment supplier', 'building land surveyor'];[0.42069679498672485, 0.3953098952770233, 0.3798966407775879, 0.32635968923568726, 0.3145800232887268, 0.3131621479988098, 0.3121059536933899, 0.31094345450401306, 0.3059598207473755, 0.3034434914588928];telecommunication service;Active equipment which deliver service to connected customers. It can be for instance a DSLAM, a telephone switch, or more recently an OLT for optical networks. It excludes amplifiers or repeaters installed along local loops or long distance lines.;business professional services > telecommunication service;telecommunication service;1;1;1;1;telecom;telecom > service device
data center;telecom > data center;A building used to house computers and network equipment.;['electrical equipment supplier', 'telecommunication service', 'mobile phone store', 'computers electronics retail', 'equipment rental service', 'power plant', 'electrician', 'scientific equipment supplier', 'office building', 'home improvement service'];[0.420809805393219, 0.41846317052841187, 0.38672906160354614, 0.38113507628440857, 0.37966638803482056, 0.3779819905757904, 0.3739934265613556, 0.36947008967399597, 0.3553207516670227, 0.34845030307769775];telecommunication service;A building used to house computers and network equipment.;business professional services > technology business;technology business;0;0;0;0;telecom;telecom > data center
line;telecom > line;A telecommunication line.;['telecommunication service', 'bus line', 'electrical equipment supplier', 'line', 'cable car', 'radio station', 'tv station', 'electrician', 'mobile phone store', 'power plant'];[0.5214899778366089, 0.4424615800380707, 0.3463323712348938, 0.320514440536499, 0.2954511344432831, 0.292680561542511, 0.27757054567337036, 0.26859480142593384, 0.26807984709739685, 0.26617375016212463];telecommunication service;A telecommunication line.;business professional services > telecommunication service;telecommunication service;1;1;1;1;telecom;telecom > line
alpine hut;tourism > alpine hut;A remote building located in the mountains intended to provide board and lodging.;['mountain hut', 'lodge', 'resort', 'inn', 'motel', 'hotel', 'cabin', 'lodging', 'mountain', 'hostel'];[0.6961830854415894, 0.5752154588699341, 0.5577525496482849, 0.5191216468811035, 0.5137296915054321, 0.5105105638504028, 0.5093646049499512, 0.4992092251777649, 0.4957299828529358, 0.49235308170318604];mountain hut;A remote building located in the mountains intended to provide board and lodging.;landmarks outdoors > mountain hut;mountain hut;1;1;1;1;tourism;tourism > alpine hut
apartment;tourism > apartment;A furnished apartment or flat with cooking and bathroom facilities that can be rented for holiday vacations.;['resort', 'vacation rental', 'hotel', 'lodge', 'hostel', 'lodging', 'basilicata restaurant', 'motel', 'pelmeni house', 'blini house'];[0.582421064376831, 0.5535401105880737, 0.5127112865447998, 0.509762167930603, 0.5053808093070984, 0.5007089972496033, 0.47458896040916443, 0.47382664680480957, 0.47256314754486084, 0.4679795503616333];vacation rental;A furnished apartment or flat with cooking and bathroom facilities that can be rented for holiday vacations.;travel transportation > lodging > vacation rental;vacation rental;1;1;0;1;tourism;tourism > apartment
aquarium;tourism > aquarium;A facility with living aquatic animals for public viewing.;['aquarium', 'zoo exhibit', 'equestrian facility', 'zoo', 'animal shelter', 'water park', 'exhibit', 'bathing area', 'nature preserve', 'resort'];[0.628575325012207, 0.5733867883682251, 0.48696351051330566, 0.47961461544036865, 0.4627176821231842, 0.4339830279350281, 0.4066259264945984, 0.3908175826072693, 0.3758506774902344, 0.370452344417572];aquarium;A facility with living aquatic animals for public viewing.;arts entertainment > aquarium;aquarium;1;1;1;1;tourism;tourism > aquarium
artwork;tourism > artwork;A public piece of art.;['outdoor sculpture', 'street art', 'public art', 'art gallery', 'exhibit', 'museum', 'art museum', 'history museum', 'sculpture garden', 'carnival'];[0.678930401802063, 0.6771692037582397, 0.6762818098068237, 0.5626495480537415, 0.5352039337158203, 0.522502601146698, 0.5211341381072998, 0.4680377244949341, 0.45374107360839844, 0.4499160647392273];public art;A public piece of art.;arts entertainment > public art;public art;1;1;0;1;tourism;tourism > artwork
attraction;tourism > attraction;An object of interest for a tourist, or a purpose-built tourist attraction;['attraction', 'tourist information service', 'tour provider', 'scenic lookout', 'amusement park', 'resort', 'bathing area', 'exhibit', 'entertainment event', 'museum'];[0.5223115682601929, 0.48453447222709656, 0.4487813711166382, 0.43557706475257874, 0.41560235619544983, 0.4104018807411194, 0.40860798954963684, 0.4040171504020691, 0.38056260347366333, 0.37508171796798706];attraction;An object of interest for a tourist, or a purpose-built tourist attraction;arts entertainment;arts entertainment;0;0;0;0;tourism;tourism > attraction
camp pitch;tourism > camp pitch;A tent or caravan pitch location within a campsite or caravan site.;['campground', 'picnic shelter', 'lodge', 'resort', 'motel', 'hotel', 'picnic area', 'cabin', 'rv park', 'inn'];[0.5148345232009888, 0.4572620987892151, 0.4571768045425415, 0.4555615186691284, 0.44625526666641235, 0.4180935025215149, 0.40429121255874634, 0.4021170735359192, 0.40013620257377625, 0.3939514756202698];campground;A tent or caravan pitch location within a campsite or caravan site.;landmarks outdoors > campground;campground;1;1;1;1;tourism;tourism > camp pitch
camp site;tourism > camp site;An area where people can camp overnight using tents, camper vans, or caravans.;['rv park', 'summer camp', 'motel', 'lodge', 'resort', 'lodging', 'campground', 'cabin', 'hotel', 'hotel pool'];[0.528556227684021, 0.5054473280906677, 0.5003412961959839, 0.4909158945083618, 0.4831230044364929, 0.47944194078445435, 0.46458470821380615, 0.4633241295814514, 0.4581319987773895, 0.449095755815506];campground;An area where people can camp overnight using tents, camper vans, or caravans.;landmarks outdoors > campground;campground;1;1;0;1;tourism;tourism > camp site
caravan site;tourism > caravan site;A place where you can stay in a caravan overnight or for longer periods.;['lodging', 'hotel', 'resort', 'vacation rental', 'motel', 'inn', 'lodge', 'rv park', 'bed breakfast', 'cabin'];[0.42971566319465637, 0.4254440665245056, 0.4208376407623291, 0.4154549837112427, 0.38242006301879883, 0.3808131814002991, 0.37946945428848267, 0.3741757273674011, 0.36950740218162537, 0.3531681299209595];rv park;A place where you can stay in a caravan overnight or for longer periods.;travel transportation > rv park;rv park;1;1;0;1;tourism;tourism > caravan site
chalet;tourism > chalet;A holiday cottage with self-contained cooking and bathroom facilities.;['chaat place', 'lodge', 'resort', 'corsican restaurant', 'savoyard restaurant', 'scottish restaurant', 'pide place', 'english restaurant', 'bistro', 'afghan restaurant'];[0.5588154196739197, 0.5250132083892822, 0.515615701675415, 0.5124329328536987, 0.508831262588501, 0.5052670836448669, 0.5030802488327026, 0.5028550028800964, 0.500540554523468, 0.4995640814304352];lodge;A holiday cottage with self-contained cooking and bathroom facilities.;travel transportation > lodging > lodge;lodge;1;1;0;1;tourism;tourism > chalet
gallery;tourism > gallery;An area or building that displays a variety of visual art exhibitions.;['art gallery', 'exhibit', 'art museum', 'museum', 'street art', 'outdoor sculpture', 'public art', 'history museum', 'attraction', 'erotic museum'];[0.6861571669578552, 0.5862032175064087, 0.5677008628845215, 0.5520105361938477, 0.5329807996749878, 0.5164865255355835, 0.5147098898887634, 0.5126141309738159, 0.4848335087299347, 0.483816921710968];art gallery;An area or building that displays a variety of visual art exhibitions.;arts entertainment > art gallery;art gallery;1;1;1;1;tourism;tourism > gallery
guest house;tourism > guest house;Accommodation smaller than a hotel and typically owner-operated, such as bed&breakfasts etc.;['bed breakfast', 'boarding house', 'hotel', 'lodge', 'resort', 'motel', 'lodging', 'inn', 'hostel', 'hotel pool'];[0.5515936017036438, 0.536613404750824, 0.533784806728363, 0.5193596482276917, 0.512670636177063, 0.503090500831604, 0.49517202377319336, 0.48961785435676575, 0.4657910466194153, 0.4620480537414551];bed breakfast;Accommodation smaller than a hotel and typically owner-operated, such as bed&breakfasts etc.;travel transportation > lodging > bed breakfast;bed breakfast;1;1;1;1;tourism;tourism > guest house
hostel;tourism > hostel;Cheap accommodation with shared bedrooms.;['hostel', 'hotel', 'resort', 'motel', 'vacation rental', 'lodging', 'inn', 'boarding house', 'lodge', 'cabin'];[0.615168571472168, 0.5253174304962158, 0.5144211053848267, 0.4692634344100952, 0.4670930504798889, 0.4656440019607544, 0.4448704123497009, 0.44481581449508667, 0.44344252347946167, 0.40661847591400146];hostel;Cheap accommodation with shared bedrooms.;travel transportation > lodging > hostel;hostel;1;1;1;1;tourism;tourism > hostel
hotel;tourism > hotel;Hotel – an establishment that provides paid lodging.;['hotel', 'resort', 'motel', 'inn', 'lodge', 'lodging', 'hotel pool', 'vacation rental', 'hostel', 'hotel bar'];[0.7082523107528687, 0.6559789180755615, 0.6000531911849976, 0.5901803970336914, 0.5673790574073792, 0.5639200210571289, 0.5606632232666016, 0.558798611164093, 0.5461288690567017, 0.5259696245193481];hotel;Hotel �?? an establishment that provides paid lodging.;travel transportation > lodging > hotel;hotel;1;1;1;1;tourism;tourism > hotel
information;tourism > information;Information for tourists and visitors, including information offices;['tour provider', 'tourist information service', 'resort', 'office building', 'hotel', 'corporate amenity', 'event space', 'travel agency', 'hostel', 'outdoor event space'];[0.6841988563537598, 0.6819915175437927, 0.38057491183280945, 0.3719692826271057, 0.36874663829803467, 0.36461085081100464, 0.35850948095321655, 0.358182430267334, 0.3572123646736145, 0.35071834921836853];tourist information service;Information for tourists and visitors, including information offices;travel transportation > tourist information service;tourist information service;1;1;0;1;tourism;tourism > information
