OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;correct_in_k;correct_embedding;correct_in_k_or_main;OSM_main;OSM_main_sub
tram level crossing;railway > infrastructure > tram level crossing;A point where trams and roads cross.;['tram station', 'airport tram station', 'border crossing', 'intersection', 'rail station'];[0.5484998226165771, 0.5179498195648193, 0.4610876142978668, 0.4386475086212158, 0.39489179849624634];intersection;A point where trams and roads cross.;travel transportation > road > intersection;intersection;1;1;0;1;railway;railway > infrastructure
traverser;railway > infrastructure > traverser;These are used for changing trains between railways. Also known as transfer table.;['train', 'rail station', 'moving target', 'light rail station', 'border crossing'];[0.5683616995811462, 0.4929799437522888, 0.4366112947463989, 0.41614168882369995, 0.41370588541030884];train;These are used for changing trains between railways. Also known as transfer table.;travel transportation > train;train;1;1;1;1;railway;railway > infrastructure
turntable;railway > infrastructure > turntable;These are used for changing the direction that part of a train is pointing in.;['rail station', 'moving target', 'light rail station', 'train', 'metro station'];[0.4300507605075836, 0.4142965078353882, 0.41261619329452515, 0.3937159776687622, 0.33652377128601074];train;These are used for changing the direction that part of a train is pointing in.;travel transportation > train;train;1;1;0;1;railway;railway > infrastructure
ventilation shaft;railway > infrastructure > ventilation shaft;A structure that allows ventilation in underground tunnels;['tunnel', 'rail station', 'train', 'light rail station', 'fuel station'];[0.35471826791763306, 0.3408452868461609, 0.33561936020851135, 0.2997335195541382, 0.28175848722457886];tunnel;A structure that allows ventilation in underground tunnels;landmarks outdoors > tunnel;tunnel;1;1;1;1;railway;railway > infrastructure
wash;railway > infrastructure > wash;A railroad carriage/car wash;['car wash detail', 'laundry service', 'laundromat', 'train', 'rail station'];[0.5544132590293884, 0.45467475056648254, 0.4320114552974701, 0.3301837742328644, 0.3050072193145752];car wash;A railroad carriage/car wash;business professional services > automotive service > car wash detail;car wash detail;0;1;1;1;railway;railway > infrastructure
water crane;railway > infrastructure > water crane;A structure to deliver water to steam locomotives;['train', 'boat ferry', 'rail station', 'boat launch', 'boat rental'];[0.42345017194747925, 0.3755316138267517, 0.324910044670105, 0.32366305589675903, 0.3229976296424866];train;A structure to deliver water to steam locomotives;travel transportation > train;train;1;1;1;1;railway;railway > infrastructure
bicycle;route > bicycle;Cycle routes or bicycles route are named, numbered or otherwise signed. May go along roads, trails or dedicated cycle paths;['bike trail', 'road', 'intersection', 'bike rental', 'street'];[0.4675169587135315, 0.43734586238861084, 0.3998420238494873, 0.3739221394062042, 0.34785914421081543];bike trail;Cycle routes or bicycles route are named, numbered or otherwise signed. May go along roads, trails or dedicated cycle paths;landmarks outdoors > bike trail;bike trail;1;1;1;1;route;route > bicycle
bus;route > bus;The route a public bus service takes. See Buses.;['bus line', 'public transportation', 'charter bus', 'bus station', 'road'];[0.7537627220153809, 0.618682861328125, 0.5804985761642456, 0.5012608766555786, 0.4950888156890869];bus line;The route a public bus service takes. See Buses.;travel transportation > transportation service > public transportation > bus line;bus line;1;1;1;1;route;route > bus
canoe;route > canoe;Signed route for canoeing through a waterway.;['canal', 'boat ferry', 'boat launch', 'canal lock', 'canoe kayak rental'];[0.4741472899913788, 0.4327881932258606, 0.42529764771461487, 0.4123461842536926, 0.40544331073760986];canoe kayak rental;Signed route for canoeing through a waterway.;landmarks outdoors > river;river;0;0;0;0;route;route > canoe
detour;route > detour;Route for fixed detour routes. Examples are Bedarfsumleitung in Germany and uitwijkroute in the Netherlands;['road', 'intersection', 'street', 'transport hub', 'train'];[0.3891305923461914, 0.35705995559692383, 0.32949408888816833, 0.3262803554534912, 0.32191407680511475];road;Route for fixed detour routes. Examples are Bedarfsumleitung in Germany and uitwijkroute in the Netherlands;travel transportation > road;road;1;1;1;1;route;route > detour
ferry;route > ferry;The route a ferry takes from terminal to terminal Please make sure to add at least one node per tile (zoom level 12), better at least one every few km, so offline editors catch it with bbox requests.;['boat ferry', 'marine terminal', 'pier', 'port', 'taxi'];[0.49088579416275024, 0.40425193309783936, 0.3916164040565491, 0.3394249379634857, 0.32623788714408875];boat ferry;The route a ferry takes from terminal to terminal Please make sure to add at least one node per tile (zoom level 12), better at least one every few km, so offline editors catch it with bbox requests.;travel transportation > boat ferry;boat ferry;1;1;1;1;route;route > ferry
foot;route > foot;Walking Route - is used for routes which are walkable without any limitations regarding fitness, equipment or weather conditions.;['hiking trail', 'bike trail', 'road', 'ski trail', 'rest area'];[0.4205585718154907, 0.36421477794647217, 0.36420905590057373, 0.3617410659790039, 0.33770960569381714];hiking trail;Walking Route - is used for routes which are walkable without any limitations regarding fitness, equipment or weather conditions.;travel transportation;travel transportation;0;0;0;0;route;route > foot
hiking;route > hiking;Hiking explains how to tag hiking routes.;['hiking trail', 'bike trail', 'ski trail', 'tour provider', 'road'];[0.5150707960128784, 0.39031821489334106, 0.3517950177192688, 0.3378521203994751, 0.33173877000808716];hiking trail;Hiking explains how to tag hiking routes.;landmarks outdoors > hiking trail;hiking trail;1;1;1;1;route;route > hiking
horse;route > horse;Riding routes;['equestrian facility', 'road', 'racecourse', 'bike trail', 'intersection'];[0.44020289182662964, 0.4226095676422119, 0.419988751411438, 0.39258599281311035, 0.37284979224205017];equestrian facility;Riding routes;sports recreation > equestrian facility;equestrian facility;1;1;1;1;route;route > horse
inline skates;route > inline skates;Inline has more information on the subject.;['skate park', 'skating', 'skating rink', 'skate store', 'roller rink'];[0.42853742837905884, 0.4175952970981598, 0.3994161784648895, 0.3477233052253723, 0.3475461006164551];skating;Inline has more information on the subject.;sports recreation > skating;skating;1;1;0;1;route;route > inline skates
