OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;new_correct;OSM_main;OSM_main_sub
energy;shop > doityourself household building materials gardening > energy;Shop focused on selling energy;['garden center', 'home appliance store', 'construction supplies store', 'power plant', 'hardware store', 'hobby store', 'housewares store', 'lighting store', 'textiles store', 'arts crafts store'];[0.6057271957397461, 0.561814546585083, 0.5463518500328064, 0.5360347628593445, 0.5313619375228882, 0.5279993414878845, 0.5032798051834106, 0.4996398091316223, 0.49246060848236084, 0.4923659563064575];home appliance store;Shop focused on selling energy;retail;retail;0;1;shop;shop > doityourself household building materials gardening
fireplace;shop > doityourself household building materials gardening > fireplace;Shop focused on selling electric fireplaces, stoves or masonry heaters and required fuels;['fireworks store', 'chimney sweep', 'home appliance store', 'housewares store', 'garden center', 'fuel station', 'construction supplies store', 'smoke shop', 'hobby store', 'outdoor supply store'];[0.5049267411231995, 0.47610050439834595, 0.4748728573322296, 0.47376954555511475, 0.46564653515815735, 0.45880457758903503, 0.45761340856552124, 0.447359561920166, 0.44612497091293335, 0.4408613443374634];home appliance store;Shop focused on selling electric fireplaces, stoves or masonry heaters and required fuels;retail > construction supplies store;construction supplies store;0;0;shop;shop > doityourself household building materials gardening
florist;shop > doityourself household building materials gardening > florist;Shop focused on selling bouquets of flowers (see shop=garden_centre for potted flowers).;['flower store', 'garden center', 'perfume store', 'furniture home store', 'housewares store', 'bridal store', 'textiles store', 'hobby store', 'garden', 'arts crafts store'];[0.7218881845474243, 0.5333831310272217, 0.5249595642089844, 0.5229529142379761, 0.5212558507919312, 0.5067356824874878, 0.49719011783599854, 0.4945851266384125, 0.4940577745437622, 0.49374836683273315];flower store;Shop focused on selling bouquets of flowers (see shop=garden_centre for potted flowers).;retail > flower store;flower store;1;1;shop;shop > doityourself household building materials gardening
garden centre;shop > doityourself household building materials gardening > garden centre;Shop focused on selling potted flowers, maybe even trees (see also shop=florist for flower bouquets).;['flower store', 'garden center', 'housewares store', 'garden', 'hobby store', 'bridal store', 'textiles store', 'arts crafts store', 'botanical garden', 'furniture home store'];[0.6860805153846741, 0.6002628803253174, 0.5306926965713501, 0.5174093246459961, 0.515839695930481, 0.5121891498565674, 0.5010470151901245, 0.48681485652923584, 0.4692695140838623, 0.46919679641723633];garden center;Shop focused on selling potted flowers, maybe even trees (see also shop=florist for flower bouquets).;retail > garden center;garden center;1;1;shop;shop > doityourself household building materials gardening
garden furniture;shop > doityourself household building materials gardening > garden furniture;Shop focused on selling garden furniture (sheds, outdoor tables, gates, fences, ...). See shop=garden_centre if also plants are sold.;['garden center', 'furniture home store', 'kitchen supply store', 'housewares store', 'hobby store', 'textiles store', 'lighting store', 'home appliance store', 'carpet store', 'hardware store'];[0.6383610963821411, 0.6352384090423584, 0.6157104969024658, 0.6100931167602539, 0.5653796792030334, 0.5627020001411438, 0.5560159683227539, 0.5507152676582336, 0.5439887046813965, 0.5296435356140137];furniture home store;Shop focused on selling garden furniture (sheds, outdoor tables, gates, fences, ...). See shop=garden_centre if also plants are sold.;retail > garden center;garden center;0;0;shop;shop > doityourself household building materials gardening
gas;shop > doityourself household building materials gardening > gas;Shop focused on selling technical gas, such as argon, oxygen, acetylene, nitrogen, carbon dioxide, etc. in pressurized containers;['chemicals gasses manufacturer', 'construction supplies store', 'garden center', 'packaging supply store', 'hardware store', 'hobby store', 'housewares store', 'utility company', 'kitchen supply store', 'bagel shop'];[0.589070737361908, 0.5293542742729187, 0.5085813403129578, 0.4979565143585205, 0.4834519028663635, 0.48010140657424927, 0.45269152522087097, 0.45142048597335815, 0.44857919216156006, 0.44556093215942383];chemicals gasses manufacturer;Shop focused on selling technical gas, such as argon, oxygen, acetylene, nitrogen, carbon dioxide, etc. in pressurized containers;business professional services > chemicals gasses manufacturer;chemicals gasses manufacturer;1;1;shop;shop > doityourself household building materials gardening
glaziery;shop > doityourself household building materials gardening > glaziery;Shop focused on selling and installing glazing for windows and doors.;['doors windows contractor', 'construction supplies store', 'garden center', 'garage door supplier', 'textiles store', 'hardware store', 'hobby store', 'housewares store', 'arts crafts store', 'furniture home store'];[0.5344805121421814, 0.5311765670776367, 0.5252995491027832, 0.5043443441390991, 0.5039311051368713, 0.4992314577102661, 0.49682697653770447, 0.468661367893219, 0.4464406967163086, 0.44325992465019226];construction supplies store;Shop focused on selling and installing glazing for windows and doors.;business professional services > home improvement service > doors windows contractor;doors windows contractor;0;0;shop;shop > doityourself household building materials gardening
groundskeeping;shop > doityourself household building materials gardening > groundskeeping;Shop focused on selling outdoor groundskeeping equipment (lawnmowers, chainsaws, small tractors, ...;['garden center', 'hobby store', 'hardware store', 'housewares store', 'kitchen supply store', 'construction supplies store', 'outdoor supply store', 'department store', 'hunting supply store', 'textiles store'];[0.6635218262672424, 0.6306238174438477, 0.614376425743103, 0.5761044025421143, 0.5757505893707275, 0.5755068063735962, 0.5599368810653687, 0.5439280867576599, 0.5325558185577393, 0.5322169065475464];outdoor supply store;Shop focused on selling outdoor groundskeeping equipment (lawnmowers, chainsaws, small tractors, ...;retail > garden center;garden center;0;0;shop;shop > doityourself household building materials gardening
hardware;shop > doityourself household building materials gardening > hardware;Shop focused on selling building supplies including screws, bolts & paints, … See also shop=doityourself;['construction supplies store', 'hardware store', 'garden center', 'arts crafts store', 'hobby store', 'knitting store', 'housewares store', 'framing store', 'kitchen supply store', 'textiles store'];[0.691586971282959, 0.6851049661636353, 0.6472072601318359, 0.6130297183990479, 0.607109785079956, 0.5885028839111328, 0.5750597715377808, 0.5738831758499146, 0.563531756401062, 0.5360485911369324];hardware store;Shop focused on selling building supplies including screws, bolts & paints, �?� See also shop=doityourself;retail > hardware store;hardware store;1;1;shop;shop > doityourself household building materials gardening
houseware;shop > doityourself household building materials gardening > houseware;Shop focused on selling crockery, cutlery, kitchenware, small household appliances.;['housewares store', 'kitchen supply store', 'home appliance store', 'hobby store', 'hardware store', 'department store', 'garden center', 'furniture home store', 'arts crafts store', 'grocery store'];[0.7636789083480835, 0.7005517482757568, 0.6388802528381348, 0.6381856799125671, 0.632597029209137, 0.6109411716461182, 0.58748859167099, 0.5865371227264404, 0.5856088399887085, 0.5716220140457153];housewares store;Shop focused on selling crockery, cutlery, kitchenware, small household appliances.;retail > furniture home store > housewares store;housewares store;1;1;shop;shop > doityourself household building materials gardening
locksmith;shop > doityourself household building materials gardening > locksmith;Shop focused on selling keys, see also craft=locksmith and craft=key_cutter;['hardware store', 'locksmith', 'construction supplies store', 'garden center', 'hobby store', 'kitchen supply store', 'housewares store', 'knitting store', 'textiles store', 'arts crafts store'];[0.5686379671096802, 0.5643224716186523, 0.5540182590484619, 0.523560643196106, 0.5178868770599365, 0.5038809776306152, 0.4918082356452942, 0.4834650158882141, 0.4623429775238037, 0.45597022771835327];locksmith;Shop focused on selling keys, see also craft=locksmith and craft=key_cutter;business professional services > locksmith;locksmith;1;1;shop;shop > doityourself household building materials gardening
paint;shop > doityourself household building materials gardening > paint;Shop focused on selling paints.;['arts crafts store', 'hobby store', 'garden center', 'textiles store', 'construction supplies store', 'housewares store', 'framing store', 'furniture home store', 'painter', 'flower store'];[0.6487671136856079, 0.6128360033035278, 0.5656306743621826, 0.5411385297775269, 0.5323603749275208, 0.5273109674453735, 0.512349009513855, 0.5049641132354736, 0.5044540762901306, 0.4931391477584839];construction supplies store;Shop focused on selling paints.;retail > arts crafts store;arts crafts store;0;0;shop;shop > doityourself household building materials gardening
pottery;shop > doityourself household building materials gardening > pottery;Shop focused on selling earthenware, stoneware and porcelain and other ceramic ware.;['arts crafts store', 'housewares store', 'hobby store', 'kitchen supply store', 'garden center', 'construction supplies store', 'textiles store', 'furniture home store', 'herbs spices store', 'antique store'];[0.6321079730987549, 0.6192293167114258, 0.6165575981140137, 0.5572177171707153, 0.5504457950592041, 0.5320250391960144, 0.5233535170555115, 0.5151426196098328, 0.5100794434547424, 0.50811368227005];arts crafts store;Shop focused on selling earthenware, stoneware and porcelain and other ceramic ware.;retail > arts crafts store;arts crafts store;1;1;shop;shop > doityourself household building materials gardening
security;shop > doityourself household building materials gardening > security;Shop focused on selling security items like burglar alarms, vaults, locking systems, video surveillance cameras, firefighting equipment, alarm systems, warning systems, etc.;['housewares store', 'garden center', 'hardware store', 'department store', 'outdoor supply store', 'hunting supply store', 'gun store', 'construction supplies store', 'mobile phone store', 'kitchen supply store'];[0.6026866436004639, 0.600088357925415, 0.5801399946212769, 0.5673353672027588, 0.5647017955780029, 0.5500863790512085, 0.5458158254623413, 0.5446843504905701, 0.538126528263092, 0.530085563659668];hardware store;Shop focused on selling security items like burglar alarms, vaults, locking systems, video surveillance cameras, firefighting equipment, alarm systems, warning systems, etc.;retail > hardware store;hardware store;1;1;shop;shop > doityourself household building materials gardening
tool hire;shop > doityourself household building materials gardening > tool hire;Shop hiring out tools;['construction supplies store', 'garden center', 'hardware store', 'knitting store', 'hobby store', 'housewares store', 'kitchen supply store', 'landscaper gardener', 'arts crafts store', 'textiles store'];[0.6264768838882446, 0.6202263236045837, 0.6015096306800842, 0.5091649889945984, 0.486306369304657, 0.47941291332244873, 0.4731020927429199, 0.4689921736717224, 0.46540480852127075, 0.45974498987197876];hardware store;Shop hiring out tools;retail > construction supplies store;construction supplies store;0;0;shop;shop > doityourself household building materials gardening
