OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;new_correct;OSM_main;OSM_main_sub
agrarian;shop > doityourself household building materials gardening > agrarian;Shop focused on selling agrarian products, like seeds, agricultural machinery, animal feed, etc.;['garden center', 'farmers market', 'housewares store', 'hobby store', 'farm'];[0.6135092973709106, 0.561371922492981, 0.5507742762565613, 0.5359972715377808, 0.49452102184295654];garden center;Shop focused on selling agrarian products, like seeds, agricultural machinery, animal feed, etc.;retail > garden center;garden center;1;1;shop;shop > doityourself household building materials gardening
appliance;shop > doityourself household building materials gardening > appliance;Shop focused on selling large electrical items (aka white goods) washing machines, fridges, cookers, ovens, fans, etc.;['housewares store', 'garden center', 'home appliance store', 'kitchen supply store', 'hardware store'];[0.6737679243087769, 0.6598954200744629, 0.6460118293762207, 0.6429648399353027, 0.6306524872779846];home appliance store;Shop focused on selling large electrical items (aka white goods) washing machines, fridges, cookers, ovens, fans, etc.;retail > furniture home store > home appliance store;home appliance store;1;1;shop;shop > doityourself household building materials gardening
bathroom furnishing;shop > doityourself household building materials gardening > bathroom furnishing;Shop focused on selling bathroom furniture and accessories;['furniture home store', 'kitchen supply store', 'housewares store', 'carpet store', 'textiles store'];[0.6680588722229004, 0.6457377672195435, 0.6090232133865356, 0.5900671482086182, 0.5817173719406128];furniture home store;Shop focused on selling bathroom furniture and accessories;retail > furniture home store;furniture home store;1;1;shop;shop > doityourself household building materials gardening
country store;shop > doityourself household building materials gardening > country store;Shop focused on selling rural supplies – a range of goods specifically aimed at country dwellers;['garden center', 'housewares store', 'packaging supply store', 'hobby store', 'department store'];[0.6172008514404297, 0.6009705066680908, 0.5852172374725342, 0.5844858884811401, 0.5704566836357117];garden center;Shop focused on selling rural supplies �?? a range of goods specifically aimed at country dwellers;retail;retail;0;1;shop;shop > doityourself household building materials gardening
doityourself;shop > doityourself household building materials gardening > doityourself;Shop focused on selling tools and supplies to do-it-yourself householders, gardening, …;['garden center', 'hardware store', 'construction supplies store', 'hobby store', 'housewares store'];[0.6545113325119019, 0.6346120238304138, 0.6151931285858154, 0.5900065898895264, 0.5894494652748108];hardware store;Shop focused on selling tools and supplies to do-it-yourself householders, gardening, �?�;retail > construction supplies store;construction supplies store;0;0;shop;shop > doityourself household building materials gardening
electrical;shop > doityourself household building materials gardening > electrical;Shop focused on selling electrical supplies and devices;['garden center', 'home appliance store', 'hardware store', 'construction supplies store', 'kitchen supply store'];[0.6889781951904297, 0.6740908622741699, 0.6478426456451416, 0.6387537717819214, 0.6026738882064819];hardware store;Shop focused on selling electrical supplies and devices;business professional services > electrical equipment supplier;electrical equipment supplier;0;0;shop;shop > doityourself household building materials gardening
energy;shop > doityourself household building materials gardening > energy;Shop focused on selling energy;['garden center', 'home appliance store', 'construction supplies store', 'power plant', 'hardware store'];[0.6057271957397461, 0.561814546585083, 0.5463518500328064, 0.5360347628593445, 0.5313619375228882];home appliance store;Shop focused on selling energy;retail;retail;0;1;shop;shop > doityourself household building materials gardening
fireplace;shop > doityourself household building materials gardening > fireplace;Shop focused on selling electric fireplaces, stoves or masonry heaters and required fuels;['fireworks store', 'chimney sweep', 'home appliance store', 'housewares store', 'garden center'];[0.5049267411231995, 0.47610050439834595, 0.4748728573322296, 0.47376954555511475, 0.46564653515815735];home appliance store;Shop focused on selling electric fireplaces, stoves or masonry heaters and required fuels;retail > construction supplies store;construction supplies store;0;0;shop;shop > doityourself household building materials gardening
florist;shop > doityourself household building materials gardening > florist;Shop focused on selling bouquets of flowers (see shop=garden_centre for potted flowers).;['flower store', 'garden center', 'perfume store', 'furniture home store', 'housewares store'];[0.7218881845474243, 0.5333831310272217, 0.5249595642089844, 0.5229529142379761, 0.5212558507919312];flower store;Shop focused on selling bouquets of flowers (see shop=garden_centre for potted flowers).;retail > flower store;flower store;1;1;shop;shop > doityourself household building materials gardening
garden centre;shop > doityourself household building materials gardening > garden centre;Shop focused on selling potted flowers, maybe even trees (see also shop=florist for flower bouquets).;['flower store', 'garden center', 'housewares store', 'garden', 'hobby store'];[0.6860805153846741, 0.6002628803253174, 0.5306926965713501, 0.5174093246459961, 0.515839695930481];garden center;Shop focused on selling potted flowers, maybe even trees (see also shop=florist for flower bouquets).;retail > garden center;garden center;1;1;shop;shop > doityourself household building materials gardening
garden furniture;shop > doityourself household building materials gardening > garden furniture;Shop focused on selling garden furniture (sheds, outdoor tables, gates, fences, ...). See shop=garden_centre if also plants are sold.;['garden center', 'furniture home store', 'kitchen supply store', 'housewares store', 'hobby store'];[0.6383610963821411, 0.6352384090423584, 0.6157104969024658, 0.6100931167602539, 0.5653796792030334];furniture home store;Shop focused on selling garden furniture (sheds, outdoor tables, gates, fences, ...). See shop=garden_centre if also plants are sold.;retail > garden center;garden center;0;0;shop;shop > doityourself household building materials gardening
gas;shop > doityourself household building materials gardening > gas;Shop focused on selling technical gas, such as argon, oxygen, acetylene, nitrogen, carbon dioxide, etc. in pressurized containers;['chemicals gasses manufacturer', 'construction supplies store', 'garden center', 'packaging supply store', 'hardware store'];[0.589070737361908, 0.5293542742729187, 0.5085813403129578, 0.4979565143585205, 0.4834519028663635];chemicals gasses manufacturer;Shop focused on selling technical gas, such as argon, oxygen, acetylene, nitrogen, carbon dioxide, etc. in pressurized containers;business professional services > chemicals gasses manufacturer;chemicals gasses manufacturer;1;1;shop;shop > doityourself household building materials gardening
glaziery;shop > doityourself household building materials gardening > glaziery;Shop focused on selling and installing glazing for windows and doors.;['doors windows contractor', 'construction supplies store', 'garden center', 'garage door supplier', 'textiles store'];[0.5344805121421814, 0.5311765670776367, 0.5252995491027832, 0.5043443441390991, 0.5039311051368713];construction supplies store;Shop focused on selling and installing glazing for windows and doors.;business professional services > home improvement service > doors windows contractor;doors windows contractor;0;0;shop;shop > doityourself household building materials gardening
groundskeeping;shop > doityourself household building materials gardening > groundskeeping;Shop focused on selling outdoor groundskeeping equipment (lawnmowers, chainsaws, small tractors, ...;['garden center', 'hobby store', 'hardware store', 'housewares store', 'kitchen supply store'];[0.6635218262672424, 0.6306238174438477, 0.614376425743103, 0.5761044025421143, 0.5757505893707275];garden center;Shop focused on selling outdoor groundskeeping equipment (lawnmowers, chainsaws, small tractors, ...;retail > garden center;garden center;1;1;shop;shop > doityourself household building materials gardening
hardware;shop > doityourself household building materials gardening > hardware;Shop focused on selling building supplies including screws, bolts & paints, … See also shop=doityourself;['construction supplies store', 'hardware store', 'garden center', 'arts crafts store', 'hobby store'];[0.691586971282959, 0.6851049661636353, 0.6472072601318359, 0.6130297183990479, 0.607109785079956];hardware store;Shop focused on selling building supplies including screws, bolts & paints, �?� See also shop=doityourself;retail > hardware store;hardware store;1;1;shop;shop > doityourself household building materials gardening
houseware;shop > doityourself household building materials gardening > houseware;Shop focused on selling crockery, cutlery, kitchenware, small household appliances.;['housewares store', 'kitchen supply store', 'home appliance store', 'hobby store', 'hardware store'];[0.7636789083480835, 0.7005517482757568, 0.6388802528381348, 0.6381856799125671, 0.632597029209137];housewares store;Shop focused on selling crockery, cutlery, kitchenware, small household appliances.;retail > furniture home store > housewares store;housewares store;1;1;shop;shop > doityourself household building materials gardening
locksmith;shop > doityourself household building materials gardening > locksmith;Shop focused on selling keys, see also craft=locksmith and craft=key_cutter;['hardware store', 'locksmith', 'construction supplies store', 'garden center', 'hobby store'];[0.5686379671096802, 0.5643224716186523, 0.5540182590484619, 0.523560643196106, 0.5178868770599365];locksmith;Shop focused on selling keys, see also craft=locksmith and craft=key_cutter;business professional services > locksmith;locksmith;1;1;shop;shop > doityourself household building materials gardening
paint;shop > doityourself household building materials gardening > paint;Shop focused on selling paints.;['arts crafts store', 'hobby store', 'garden center', 'textiles store', 'construction supplies store'];[0.6487671136856079, 0.6128360033035278, 0.5656306743621826, 0.5411385297775269, 0.5323603749275208];construction supplies store;Shop focused on selling paints.;retail > arts crafts store;arts crafts store;0;0;shop;shop > doityourself household building materials gardening
pottery;shop > doityourself household building materials gardening > pottery;Shop focused on selling earthenware, stoneware and porcelain and other ceramic ware.;['arts crafts store', 'housewares store', 'hobby store', 'kitchen supply store', 'garden center'];[0.6321079730987549, 0.6192293167114258, 0.6165575981140137, 0.5572177171707153, 0.5504457950592041];arts crafts store;Shop focused on selling earthenware, stoneware and porcelain and other ceramic ware.;retail > arts crafts store;arts crafts store;1;1;shop;shop > doityourself household building materials gardening
